Mod:Item:MetaData, Localized Name
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
aura:consumerBlockenchant, Kaleidoscopic Enchanter
aura:consumerBlockpotion, Cascading Brewer
aura:consumerBlockdye, Cascading Colorer
aura:consumerBlockoreAdv, Prismatic Processor
aura:consumerBlockminer, Cascading Miner
aura:consumerBlockfish, Cascading Fisher
aura:consumerBlockend, Ritual of the End
aura:storageBookshelfCoordinator, Bookshelf Coordinator
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
aura:monitor, Monitor
aura:auraNode, Aura Node
aura:auraNodepump, Burning Aura Pump
aura:auraNodeblack, Aura Manipulator: Black
aura:auraNodeconserve, Conserving Aura Node
aura:auraNodecapacitor, Aura Capacitor
aura:auraNodecraftingCenter, Vortex Controller
aura:auraNodecraftingPedestal, Vortex Pedestal
aura:auraNodeorange, Aura Manipulator: Orange
aura:auraNodepumpAlt, Alternating Burning Aura Pump
aura:auraNodepumpProjectile, Projectile Aura Pump
aura:auraNodepumpFall, Momentum Aura Pump
aura:auraNodepumpLight, Illumination Aura Pump
aura:auraNodepumpRedstone, Redstone Aura Pump
aura:auraNodepumpProjectileAlt, Alternating Projectile Aura Pump
aura:auraNodepumpFallAlt, Alternating Momentum Aura Pump
aura:auraNodepumpCreative, Creative Pump (Creative Only)
aura:auraNodepumpLightAlt, Alternating Illumination Aura Pump
aura:auraNodepumpRedstoneAlt, Alternating Redstone Aura Pump
aura:auraNodeflux, Fluxing Node
aura:trampoline, Rebounding Enigma
aura:storageBookshelf, Storage Bookshelf
aura:fortifiedDirt, Fortified Dirt
aura:fortifiedWood, Fortified Planks
aura:fortifiedGlass, Fortified Glass
aura:fortifiedCobblestone, Fortified Cobblestone
aura:fortifiedStone, Fortified Stone
aura:fortifiedObsidian, Fortified Obsidian
AWWayofTime:Altar, Blood Altar
AWWayofTime:AlchemicalWizardrybloodRune:0, Blood Rune
AWWayofTime:AlchemicalWizardrybloodRune:1, Rune of Augmented Capacity
AWWayofTime:AlchemicalWizardrybloodRune:2, Rune of Dislocation
AWWayofTime:AlchemicalWizardrybloodRune:3, Rune of the Orb
AWWayofTime:AlchemicalWizardrybloodRune:4, Rune of Superior Capacity
AWWayofTime:AlchemicalWizardrybloodRune:5, Rune of Acceleration
AWWayofTime:lifeEssence, Life Essence
AWWayofTime:speedRune, Speed Rune
AWWayofTime:efficiencyRune, Efficiency Rune
AWWayofTime:runeOfSacrifice, Rune of Sacrifice
AWWayofTime:runeOfSelfSacrifice, Rune of Self-Sacrifice
AWWayofTime:ritualStone, Ritual Stone
AWWayofTime:masterStone, Master Ritual Stone
AWWayofTime:bloodSocket, Filled Socket
AWWayofTime:imperfectRitualStone, Imperfect Ritual Stone
AWWayofTime:armourForge, Soul Armour Forge
AWWayofTime:emptySocket, Empty Socket
AWWayofTime:bloodStoneBrick, Bloodstone Brick
AWWayofTime:largeBloodStoneBrick, Large Bloodstone Brick
AWWayofTime:blockWritingTable, Alchemic Chemistry Set
AWWayofTime:blockHomHeart, Spell Table
AWWayofTime:blockPedestal, Arcane Pedestal
AWWayofTime:blockPlinth, Arcane Plinth
AWWayofTime:blockTeleposer, Teleposer
AWWayofTime:spectralBlock, Spectral Block
AWWayofTime:bloodLight, Blood Light
AWWayofTime:blockConduit, Spell Conduit
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:0, Particle Generator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:1, Self Augmentator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:2, Melee Aggregator
AWWayofTime:AlchemicalWizardrytile.blockSpellParadigm:3, Tool Forger
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:0, Unstable Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:1, Standard Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:2, Reinforced Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:3, Imbued Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:4, Demonic Spell Empowerer
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:5, Unstable Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:6, Standard Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:7, Reinforced Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:8, Imbued Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:9, Demonic Spell Dampener
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:10, Unstable Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:11, Standard Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:12, Reinforced Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:13, Imbued Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellEnhancement:14, Demonic Spell Augmentor
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:0, Default Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:1, Offensive Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:2, Defensive Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellModifier:3, Environmental Spell Modifier
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:0, Crucible of Fire
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:1, Ice Maker
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:2, Wind Generator
AWWayofTime:AlchemicalWizardrytile.blockSpellEffect:3, Earth Former
AWWayofTime:spectralContainer, Spectral Container
AWWayofTime:demonPortalMain, Demon Portal
AWWayofTime:blockSchemSaver, Schematic Saver
AWWayofTime:blockReagentConduit, Alchemy Relay
AWWayofTime:blockAlchemicCalcinator, Alchemic Calcinator
AWWayofTime:blockCrystalBelljar:0, Crystal Belljar
AWWayofTime:blockDemonChest, Demon's Chest
AWWayofTime:blockCrystal:0, Crystal Cluster
AWWayofTime:blockCrystal:1, Crystal Cluster Brick
AWWayofTime:blockMimic, Mimic Block
AWWayofTime:blockEnchantmentGlyph:0, Glyph of the Adept Enchanter
AWWayofTime:blockEnchantmentGlyph:1, Glyph of Arcane Potential
AWWayofTime:blockStabilityGlyph:0, Glyph of Rigid Stability
AWWayofTime:blockCrucible, Incense Crucible
Thaumcraft:blockFluxGoo:0, Flux Goo
Thaumcraft:blockFluxGas:0, Flux Gas
Thaumcraft:blockFluidPure, Purifying Fluid
Thaumcraft:blockFluidDeath, Liquid Death
Thaumcraft:blockCustomOre:0, Cinnabar Ore
Thaumcraft:blockCustomOre:1, Air Infused Stone
Thaumcraft:blockCustomOre:2, Fire Infused Stone
Thaumcraft:blockCustomOre:3, Water Infused Stone
Thaumcraft:blockCustomOre:4, Earth Infused Stone
Thaumcraft:blockCustomOre:5, Order Infused Stone
Thaumcraft:blockCustomOre:6, Entropy Infused Stone
Thaumcraft:blockCustomOre:7, Amber Bearing Stone
Thaumcraft:blockMagicalLog:0, Greatwood Log
Thaumcraft:blockMagicalLog:1, Silverwood Log
Thaumcraft:blockMagicalLeaves:0, Greatwood Leaves
Thaumcraft:blockMagicalLeaves:1, Silverwood Leaves
Thaumcraft:blockCustomPlant:0, Greatwood Sapling
Thaumcraft:blockCustomPlant:1, Silverwood Sapling
Thaumcraft:blockCustomPlant:2, Shimmerleaf
Thaumcraft:blockCustomPlant:3, Cinderpearl
Thaumcraft:blockCustomPlant:4, Ethereal Bloom
Thaumcraft:blockCustomPlant:5, Vishroom
Thaumcraft:blockTaint:0, Crusted Taint
Thaumcraft:blockTaint:1, Tainted Soil
Thaumcraft:blockTaint:2, Block of Flesh
Thaumcraft:blockTaintFibres:0, Fibrous Taint
Thaumcraft:blockTaintFibres:1, Tainted Grass
Thaumcraft:blockTaintFibres:2, Tainted Plant
Thaumcraft:blockTaintFibres:3, Spore Stalk
Thaumcraft:blockCosmeticOpaque:0, Amber Block
Thaumcraft:blockCosmeticOpaque:1, Amber Bricks
Thaumcraft:blockCosmeticOpaque:2, Warded Glass
Thaumcraft:blockCosmeticSolid:0, Obsidian Totem
Thaumcraft:blockCosmeticSolid:1, Obsidian Tile
Thaumcraft:blockCosmeticSolid:2, Paving Stone of Travel
Thaumcraft:blockCosmeticSolid:3, Paving Stone of Warding
Thaumcraft:blockCosmeticSolid:4, Thaumium Block
Thaumcraft:blockCosmeticSolid:5, Tallow Block
Thaumcraft:blockCosmeticSolid:6, Arcane Stone Block
Thaumcraft:blockCosmeticSolid:7, Arcane Stone Bricks
Thaumcraft:blockCosmeticSolid:8, Charged Obsidian Totem
Thaumcraft:blockCosmeticSolid:9, Golem Fetter
Thaumcraft:blockCosmeticSolid:11, Ancient Stone
Thaumcraft:blockCosmeticSolid:12, Ancient Rock
Thaumcraft:blockCosmeticSolid:14, Crusted Stone
Thaumcraft:blockCosmeticSolid:15, Ancient Stone Pedestal
Thaumcraft:blockCrystal:0, Air Crystal Cluster
Thaumcraft:blockCrystal:1, Fire Crystal Cluster
Thaumcraft:blockCrystal:2, Water Crystal Cluster
Thaumcraft:blockCrystal:3, Earth Crystal Cluster
Thaumcraft:blockCrystal:4, Order Crystal Cluster
Thaumcraft:blockCrystal:5, Entropy Crystal Cluster
Thaumcraft:blockCrystal:6, Mixed Crystal Cluster
Thaumcraft:blockTube:0, Essentia Tube
Thaumcraft:blockTube:1, Essentia Valve
Thaumcraft:blockTube:2, Alchemical Centrifuge
Thaumcraft:blockTube:3, Filtered Essentia Tube
Thaumcraft:blockTube:4, Essentia Buffer
Thaumcraft:blockTube:5, Restricted Essentia Tube
Thaumcraft:blockTube:6, Directional Essentia Tube
Thaumcraft:blockTube:7, Essentia Crystallizer
Thaumcraft:blockMetalDevice:0, Crucible
Thaumcraft:blockMetalDevice:1, Arcane Alembic
Thaumcraft:blockMetalDevice:5, Item Grate
Thaumcraft:blockMetalDevice:7, Arcane Lamp
Thaumcraft:blockMetalDevice:8, Lamp of Growth
Thaumcraft:blockMetalDevice:13, Lamp of Fertility
Thaumcraft:blockMetalDevice:9, Alchemical Construct
Thaumcraft:blockMetalDevice:3, Advanced Alchemical Construct
Thaumcraft:blockMetalDevice:12, Mnemonic Matrix
Thaumcraft:blockMetalDevice:14, Vis Relay
Thaumcraft:blockMetalDevice:2, Vis Charge Relay
Thaumcraft:blockWoodenDevice:0, Arcane Bellows
Thaumcraft:blockWoodenDevice:1, Arcane Ear
Thaumcraft:blockWoodenDevice:2, Arcane Pressure Plate
Thaumcraft:blockWoodenDevice:4, Arcane Bore Base
Thaumcraft:blockWoodenDevice:5, Arcane Bore
Thaumcraft:blockWoodenDevice:6, Greatwood Planks
Thaumcraft:blockWoodenDevice:7, Silverwood Planks
Thaumcraft:blockWoodenDevice:8, Crimson Cult Banner
Thaumcraft:blockWoodenDevice:8, White Banner
Thaumcraft:blockWoodenDevice:8, Orange Banner
Thaumcraft:blockWoodenDevice:8, Magenta Banner
Thaumcraft:blockWoodenDevice:8, Light Blue Banner
Thaumcraft:blockWoodenDevice:8, Yellow Banner
Thaumcraft:blockWoodenDevice:8, Lime Banner
Thaumcraft:blockWoodenDevice:8, Pink Banner
Thaumcraft:blockWoodenDevice:8, Gray Banner
Thaumcraft:blockWoodenDevice:8, Light Gray Banner
Thaumcraft:blockWoodenDevice:8, Cyan Banner
Thaumcraft:blockWoodenDevice:8, Purple Banner
Thaumcraft:blockWoodenDevice:8, Blue Banner
Thaumcraft:blockWoodenDevice:8, Brown Banner
Thaumcraft:blockWoodenDevice:8, Green Banner
Thaumcraft:blockWoodenDevice:8, Red Banner
Thaumcraft:blockWoodenDevice:8, Black Banner
Thaumcraft:blockStoneDevice:0, Alchemical Furnace
Thaumcraft:blockStoneDevice:1, Arcane Pedestal
Thaumcraft:blockStoneDevice:2, Runic Matrix
Thaumcraft:blockStoneDevice:5, Wand Recharge Pedestal
Thaumcraft:blockStoneDevice:8, Compound Recharge Focus
Thaumcraft:blockStoneDevice:9, Node Stabilizer
Thaumcraft:blockStoneDevice:10, Advanced Node Stabilizer
Thaumcraft:blockStoneDevice:11, Node Transducer
Thaumcraft:blockStoneDevice:12, Arcane Spa
Thaumcraft:blockStoneDevice:13, Focal Manipulator
Thaumcraft:blockStoneDevice:14, Flux Scrubber
Thaumcraft:blockMirror:0, Magic Mirror
Thaumcraft:blockMirror:6, Essentia Mirror
Thaumcraft:blockTable:0, Table
Thaumcraft:blockTable:14, Deconstruction Table
Thaumcraft:blockTable:15, Arcane Worktable
Thaumcraft:blockChestHungry, Hungry Chest
Thaumcraft:blockArcaneDoor, Arcane Door
Thaumcraft:blockLifter, Arcane Levitator
Thaumcraft:blockMagicBox, tile.blockMagicBox.name
Thaumcraft:blockAlchemyFurnace, Advanced Alchemical Furnace
Thaumcraft:blockJar:0, Warded Jar
Thaumcraft:blockJar:1, Brain in a Jar
Thaumcraft:blockJar:3, Void Jar
Thaumcraft:blockCandle:0, White Tallow Candle
Thaumcraft:blockCandle:1, Orange Tallow Candle
Thaumcraft:blockCandle:2, Magenta Tallow Candle
Thaumcraft:blockCandle:3, Light Blue Tallow Candle
Thaumcraft:blockCandle:4, Yellow Tallow Candle
Thaumcraft:blockCandle:5, Lime Tallow Candle
Thaumcraft:blockCandle:6, Pink Tallow Candle
Thaumcraft:blockCandle:7, Gray Tallow Candle
Thaumcraft:blockCandle:8, Light Gray Tallow Candle
Thaumcraft:blockCandle:9, Cyan Tallow Candle
Thaumcraft:blockCandle:10, Purple Tallow Candle
Thaumcraft:blockCandle:11, Blue Tallow Candle
Thaumcraft:blockCandle:12, Brown Tallow Candle
Thaumcraft:blockCandle:13, Green Tallow Candle
Thaumcraft:blockCandle:14, Red Tallow Candle
Thaumcraft:blockCandle:15, Black Tallow Candle
Thaumcraft:blockEldritch:4, Glowing Crusted Stone
Thaumcraft:blockAiry:0, Aura Node
Thaumcraft:blockManaPod, tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace, Infernal Furnace
Thaumcraft:blockWarded, tile.blockWarded.name
Thaumcraft:blockHole, Empty Space
Thaumcraft:blockPortalEldritch, Eldritch Portal
Thaumcraft:blockEssentiaReservoir:0, Essentia Reservoir
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, Arcane Stone Stairs
Thaumcraft:blockStairsGreatwood, Greatwood Stairs
Thaumcraft:blockStairsSilverwood, Silverwood Stairs
Thaumcraft:blockStairsEldritch, Ancient Stone Stairs
Thaumcraft:blockCosmeticSlabWood:0, Greatwood Slab
Thaumcraft:blockCosmeticSlabWood:1, Silverwood Slab
Thaumcraft:blockCosmeticSlabStone:0, Arcane Stone Slab
Thaumcraft:blockCosmeticSlabStone:1, Ancient Stone Slab
Thaumcraft:blockCosmeticDoubleSlabWood, tile.blockCosmeticDoubleSlabWood.name
Thaumcraft:blockCosmeticDoubleSlabStone, tile.blockCosmeticDoubleSlabStone.name
Thaumcraft:blockLootUrn:0, Old Urn
Thaumcraft:blockLootUrn:1, Old Urn
Thaumcraft:blockLootUrn:2, Old Urn
Thaumcraft:blockLootCrate:0, Abandoned Crate
Thaumcraft:blockLootCrate:1, Abandoned Crate
Thaumcraft:blockLootCrate:2, Abandoned Crate
Botania:flower:0, Mystical White Flower
Botania:flower:1, Mystical Orange Flower
Botania:flower:2, Mystical Magenta Flower
Botania:flower:3, Mystical Light Blue Flower
Botania:flower:4, Mystical Yellow Flower
Botania:flower:5, Mystical Lime Flower
Botania:flower:6, Mystical Pink Flower
Botania:flower:7, Mystical Gray Flower
Botania:flower:8, Mystical Light Gray Flower
Botania:flower:9, Mystical Cyan Flower
Botania:flower:10, Mystical Purple Flower
Botania:flower:11, Mystical Blue Flower
Botania:flower:12, Mystical Brown Flower
Botania:flower:13, Mystical Green Flower
Botania:flower:14, Mystical Red Flower
Botania:flower:15, Mystical Black Flower
Botania:altar:0, Petal Apothecary
Botania:altar:1, Forest Petal Apothecary
Botania:altar:2, Plains Petal Apothecary
Botania:altar:3, Mountain Petal Apothecary
Botania:altar:4, Fungal Petal Apothecary
Botania:altar:5, Swamp Petal Apothecary
Botania:altar:6, Desert Petal Apothecary
Botania:altar:7, Taiga Petal Apothecary
Botania:altar:8, Mesa Petal Apothecary
Botania:livingrock:0, Livingrock
Botania:livingrock:1, Livingrock Brick
Botania:livingrock:2, Mossy Livingrock Brick
Botania:livingrock:3, Cracked Livingrock Brick
Botania:livingrock:4, Chiseled Livingrock Brick
Botania:livingwood:0, Livingwood
Botania:livingwood:1, Livingwood Planks
Botania:livingwood:2, Mossy Livingwood Planks
Botania:livingwood:3, Framed Livingwood
Botania:livingwood:4, Pattern Framed Livingwood
Botania:livingwood:5, Glimmering Livingwood
Botania:specialFlower, tile.specialFlower.name
Botania:spreader:0, Mana Spreader
Botania:spreader:1, Pulse Mana Spreader
Botania:spreader:2, Elven Mana Spreader
Botania:spreader:3, Gaia Mana Spreader
Botania:pool:0, Mana Pool
Botania:pool:2, Diluted Mana Pool
Botania:pool:3, Fabulous Mana Pool
Botania:pool:1, The Everlasting Guilty Pool
Botania:runeAltar, tile.runeAltar.name
Botania:unstableBlock:0, White Unstable Cube
Botania:unstableBlock:1, Orange Unstable Cube
Botania:unstableBlock:2, Magenta Unstable Cube
Botania:unstableBlock:3, Light Blue Unstable Cube
Botania:unstableBlock:4, Yellow Unstable Cube
Botania:unstableBlock:5, Lime Unstable Cube
Botania:unstableBlock:6, Pink Unstable Cube
Botania:unstableBlock:7, Gray Unstable Cube
Botania:unstableBlock:8, Light Gray Unstable Cube
Botania:unstableBlock:9, Cyan Unstable Cube
Botania:unstableBlock:10, Purple Unstable Cube
Botania:unstableBlock:11, Blue Unstable Cube
Botania:unstableBlock:12, Brown Unstable Cube
Botania:unstableBlock:13, Green Unstable Cube
Botania:unstableBlock:14, Red Unstable Cube
Botania:unstableBlock:15, Black Unstable Cube
Botania:pylon:0, Mana Pylon
Botania:pylon:1, Natura Pylon
Botania:pylon:2, Gaia Pylon
Botania:pistonRelay, tile.pistonRelay.name
Botania:distributor, Oxygen Bubble Distributor
Botania:manaBeacon:0, White Unstable Beacon
Botania:manaBeacon:1, Orange Unstable Beacon
Botania:manaBeacon:2, Magenta Unstable Beacon
Botania:manaBeacon:3, Light Blue Unstable Beacon
Botania:manaBeacon:4, Yellow Unstable Beacon
Botania:manaBeacon:5, Lime Unstable Beacon
Botania:manaBeacon:6, Pink Unstable Beacon
Botania:manaBeacon:7, Gray Unstable Beacon
Botania:manaBeacon:8, Light Gray Unstable Beacon
Botania:manaBeacon:9, Cyan Unstable Beacon
Botania:manaBeacon:10, Purple Unstable Beacon
Botania:manaBeacon:11, Blue Unstable Beacon
Botania:manaBeacon:12, Brown Unstable Beacon
Botania:manaBeacon:13, Green Unstable Beacon
Botania:manaBeacon:14, Red Unstable Beacon
Botania:manaBeacon:15, Black Unstable Beacon
Botania:manaVoid, tile.manaVoid.name
Botania:manaDetector, tile.manaDetector.name
Botania:enchanter, Osmotic Enchanter
Botania:turntable, tile.turntable.name
Botania:tinyPlanetBlock, tile.tinyPlanetBlock.name
Botania:alchemyCatalyst, tile.alchemyCatalyst.name
Botania:openCrate:0, Open Crate
Botania:openCrate:1, Crafty Crate
Botania:forestEye, tile.forestEye.name
Botania:storage:0, Block of Manasteel
Botania:storage:1, Block of Terrasteel
Botania:storage:2, Block of Elementium
Botania:storage:3, Block of Mana Diamond
Botania:storage:4, Block of Dragonstone
Botania:forestDrum:0, Drum of the Wild
Botania:forestDrum:1, Drum of the Gathering
Botania:forestDrum:2, Drum of the Canopy
Botania:shinyFlower:0, Glimmering White Flower
Botania:shinyFlower:1, Glimmering Orange Flower
Botania:shinyFlower:2, Glimmering Magenta Flower
Botania:shinyFlower:3, Glimmering Light Blue Flower
Botania:shinyFlower:4, Glimmering Yellow Flower
Botania:shinyFlower:5, Glimmering Lime Flower
Botania:shinyFlower:6, Glimmering Pink Flower
Botania:shinyFlower:7, Glimmering Gray Flower
